timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/07/16 16:30:03.520, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:04.520, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:05.521, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:06.521, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:07.522, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:08.523, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:09.524, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:10.525, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:11.526, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:12.527, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:13.527, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:14.528, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:15.529, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:16.530, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:17.531, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:18.532, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:19.533, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:20.534, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:21.534, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:22.535, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:23.536, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:24.537, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:25.538, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:26.539, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:27.540, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:28.540, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:29.541, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:30.542, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:31.544, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:32.545, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:33.545, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:34.548, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:35.549, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:36.550, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:37.550, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:38.551, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:39.552, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:40.552, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:41.553, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:42.554, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:43.555, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:44.556, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:45.556, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:46.557, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:47.558, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:48.558, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:49.559, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:50.560, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:51.561, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:52.562, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:53.562, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:54.563, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:55.564, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:56.565, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:57.565, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:58.566, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:30:59.567, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:00.568, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:01.568, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:02.569, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:03.570, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:04.571, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:05.571, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:06.572, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:07.573, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:08.574, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:09.574, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:10.575, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:11.576, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:12.576, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:13.577, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:14.578, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:15.579, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:16.580, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:17.580, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:18.581, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:19.582, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:20.582, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:21.583, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:22.584, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:23.585, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:24.586, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:25.587, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:26.588, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:27.588, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:28.589, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:29.591, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:30.593, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:31.594, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:32.595, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:33.596, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:34.597, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:35.597, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:36.598, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:37.599, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:38.599, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:39.600, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:40.601, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:41.601, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:42.602, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:43.602, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:44.603, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:45.604, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:46.605, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:47.605, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:48.606, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:49.607, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:50.607, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:51.608, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:52.609, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:53.610, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:54.611, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:55.611, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:56.612, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:57.613, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:58.614, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:31:59.615, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:00.615, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:01.617, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:02.618, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:03.619, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:04.619, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:05.620, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:06.621, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:07.621, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:08.622, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:09.622, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:10.624, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:11.625, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:12.626, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:13.626, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:14.627, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:15.627, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:16.629, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:17.629, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:18.630, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:19.631, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:20.632, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:21.632, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:22.633, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:23.634, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:24.634, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:25.635, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:26.636, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:27.637, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:28.638, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:29.639, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:30.640, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:31.640, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:32.641, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:33.641, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:34.642, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:35.644, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:36.645, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:37.646, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:38.646, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:39.647, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:40.648, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:41.648, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:42.649, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:43.650, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:44.651, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:45.651, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:46.652, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:47.653, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:48.654, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:49.656, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:50.657, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:51.657, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:52.658, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:53.658, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:54.659, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:55.660, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:56.661, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:57.662, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:58.663, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:32:59.665, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:00.665, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:01.666, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:02.667, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:03.667, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:04.668, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:05.669, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:06.670, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:07.671, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:08.672, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:09.673, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:10.673, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:11.674, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:12.675, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:13.676, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:14.676, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:15.677, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:16.679, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:17.680, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:18.680, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:19.681, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:20.682, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:21.682, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:22.683, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:23.684, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:24.685, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:25.686, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:26.686, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:27.687, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:28.688, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:29.688, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:30.689, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:31.690, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:32.691, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:33.692, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:34.693, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:35.693, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:36.694, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:37.695, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:38.695, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:39.696, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:40.697, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:41.698, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:42.699, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:43.699, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:44.700, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:45.701, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:46.704, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:47.705, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:48.707, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:49.707, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:50.708, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:51.709, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:52.709, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:53.710, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:54.710, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:55.711, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:56.712, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:57.712, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:58.713, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:33:59.713, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:00.714, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:01.715, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:02.715, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:03.717, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:04.718, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:05.719, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:06.719, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:07.720, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:08.720, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:09.721, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:10.721, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:11.722, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:12.724, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:13.725, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:14.725, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:15.726, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:16.727, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:17.728, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:18.729, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:19.729, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:20.730, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:21.731, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:22.732, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:23.732, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:24.733, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:25.734, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:26.734, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:27.735, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:28.736, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:29.737, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:30.738, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:31.738, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:32.739, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:33.740, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:34.740, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:35.742, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:36.743, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:37.743, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:38.745, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:39.745, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:40.746, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:41.746, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:42.747, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:43.748, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:44.749, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:45.749, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:46.751, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:47.752, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:48.752, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:49.753, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:50.754, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:51.754, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:52.756, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:53.756, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:54.757, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:55.758, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:56.758, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:57.759, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:58.760, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:34:59.762, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:00.762, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:01.767, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:02.768, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:03.769, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:04.769, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:05.770, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:06.770, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:07.771, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:08.772, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:09.773, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:10.773, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:11.774, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:12.774, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:13.775, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:14.776, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:15.776, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:16.777, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:17.778, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:18.778, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
2025/07/16 16:35:19.779, Quadro RTX 8000, 0 %, 0 %, 16505 MiB
